"column"	"row"	"observed"	"expected-mean"	"expected-stdev"	"distribution"	"probability"	"N"	"left-p-value"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"
"thyroid gland"	"Regulation of actin cytoskeleton"	9	8.396315540859707	2.836163776574141	"BINOMIAL"	0.041981577704298535	200	0.6681037775914336	0.4637639600890468	1	1	1	1
"urinary bladder"	"Regulation of actin cytoskeleton"	10	13.081112533457466	3.4940054725293037	"BINOMIAL"	0.06674037006866054	196	0.2358130038443483	0.8484784447375653	1	0.9255660400890671	1	1
"adrenal cortex"	"Regulation of autophagy"	5	5.084246604324462	2.0794146589665345	"BINOMIAL"	0.1495366648330724	34	0.6003124507998295	0.5894434326474915	1	1	0.8496481912035914	1
"bones and joints"	"Regulation of autophagy"	1	2.9441793581279825	1.6323480812496374	"BINOMIAL"	0.09497352768154782	31	0.1928455466938496	0.9546580950682974	1	1	1	1
"brain, nos"	"Regulation of autophagy"	1	3.366479075868489	1.7415941582630914	"BINOMIAL"	0.09901409046672026	34	0.136730038964189	0.9711323141635402	1	0.683650194820945	1	1
"breast"	"Regulation of autophagy"	0	1.2227663161274784	1.0857214636371075	"BINOMIAL"	0.03596371518021996	34	0.28785576574977856	1	1	1	1	1
"cervix uteri"	"Regulation of autophagy"	1	2.0227647780645706	1.3792839692563503	"BINOMIAL"	0.05949308170778149	34	0.3914869525250217	0.875746733678319	1	1	1	1
"colon, nos"	"Regulation of autophagy"	1	2.9578232433338925	1.6433222441368236	"BINOMIAL"	0.08699480127452625	34	0.19205304103341858	0.9547008017742942	1	1	1	1
"HR systems"	"Regulation of autophagy"	1	1.601398019472414	1.2353024998104705	"BINOMIAL"	0.04709994174918865	34	0.5197975664540622	0.8060856187175285	1	0.8234416894321777	1	1
"kidney"	"Regulation of autophagy"	0	2.7737485719121566	1.596077639870617	"BINOMIAL"	0.08158084035035755	34	0.055384953699771436	1	1	0.9846213991070477	1	1
"liver"	"Regulation of autophagy"	1	2.281490928062141	1.4299968144042277	"BINOMIAL"	0.10370413309373369	22	0.31886292456102727	0.9100646016132323	1	1	1	1
"lung"	"Regulation of autophagy"	0	0.8257956448911222	0.8976294512439419	"BINOMIAL"	0.024288107202680067	34	0.4334453531262715	1	1	0.9767782605662457	1	1
"lymph nodes"	"Regulation of autophagy"	1	2.741797072185765	1.5876698544543897	"BINOMIAL"	0.08064109035840485	34	0.22836322999682893	0.9426553331313329	1	0.8119581510998362	1	1
"mouth, nos"	"Regulation of autophagy"	0	0.9526767418032787	0.9598856350327073	"BINOMIAL"	0.03285092213114754	29	0.3795851730137151	1	1	1	1	1
"ovary"	"Regulation of autophagy"	1	2.585528465912805	1.539442976295705	"BINOMIAL"	0.08340414406170338	31	0.256843299981402	0.9327775136594711	1	1	1	1
"pancreas"	"Regulation of autophagy"	0	0.8224339776749251	0.895151691718424	"BINOMIAL"	0.02570106180234141	32	0.43466166176207743	1	1	1	1	1
"prostate gland"	"Regulation of autophagy"	0	1.3631533601378518	1.143173066794907	"BINOMIAL"	0.04130767757993491	33	0.24855083687618842	1	1	1	1	1
"skin"	"Regulation of autophagy"	1	4.213853509922566	1.9213541328837396	"BINOMIAL"	0.12393686793889899	34	0.06462179281403117	0.9888774661366556	1	0.7953451423265375	1	1
"stomach"	"Regulation of autophagy"	1	1.4538739048273492	1.177152684460507	"BINOMIAL"	0.046899158220237075	31	0.5696880731618863	0.7744179980085543	1	1	1	1
"testis"	"Regulation of autophagy"	1	3.042410196987254	1.6592625102818657	"BINOMIAL"	0.09507531865585168	32	0.1783566930394651	0.9591118112374191	1	0.766451734953377	1	1
"thyroid gland"	"Regulation of autophagy"	1	1.3434104865375531	1.1344655106296564	"BINOMIAL"	0.041981577704298535	32	0.6089578571343159	0.746508422094972	1	1	1	1
"urinary bladder"	"Regulation of autophagy"	2	2.068951472128477	1.389557082391552	"BINOMIAL"	0.06674037006866054	31	0.6574694359179003	0.6219792629179388	1	1	1	1
"adrenal cortex"	"Renal cell carcinoma"	20	10.467566538315069	2.983669142055996	"BINOMIAL"	0.1495366648330724	70	0.9989649618806463	0.002572977124113039	1	1	0.02940545284700616	1
"bones and joints"	"Renal cell carcinoma"	6	6.648146937708347	2.452906229452913	"BINOMIAL"	0.09497352768154782	70	0.4983106754345983	0.6637184729007195	1	1	1	1
"brain, nos"	"Renal cell carcinoma"	6	6.930986332670418	2.4989439819459314	"BINOMIAL"	0.09901409046672026	70	0.45270019661391486	0.7035388573493955	1	1	1	1
"breast"	"Renal cell carcinoma"	4	2.517460062615397	1.557858416527612	"BINOMIAL"	0.03596371518021996	70	0.8925327133172454	0.24422156043104573	1	1	0.7815089933793463	1
"cervix uteri"	"Renal cell carcinoma"	5	4.1645157195447045	1.9790795450331173	"BINOMIAL"	0.05949308170778149	70	0.7631927147403215	0.4042073065408554	1	1	1	1
"colon, nos"	"Renal cell carcinoma"	5	6.089636089216837	2.357937532633389	"BINOMIAL"	0.08699480127452625	70	0.42350457362584326	0.7390957167101299	1	1	1	1
"HR systems"	"Renal cell carcinoma"	2	3.2969959224432053	1.772486278239924	"BINOMIAL"	0.04709994174918865	70	0.3537359260884646	0.8477190099309152	1	0.7546366423220577	1	1
"kidney"	"Renal cell carcinoma"	7	5.710658824525028	2.2901481346555057	"BINOMIAL"	0.08158084035035755	70	0.7901166159368702	0.3452257349940526	1	1	0.8244196656574391	1
"liver"	"Renal cell carcinoma"	4	7.1555851834676245	2.532493124420627	"BINOMIAL"	0.10370413309373369	69	0.1448127300058755	0.9363376123146122	1	0.9533504725386804	1	1
"lung"	"Renal cell carcinoma"	0	1.7001675041876048	1.2879726913189515	"BINOMIAL"	0.024288107202680067	70	0.17885945365004385	1	1	0.9539170861335672	1	1
"lymph nodes"	"Renal cell carcinoma"	3	5.644876325088339	2.2780841387654824	"BINOMIAL"	0.08064109035840485	70	0.17416614895448174	0.9285112706863142	1	0.8989220591199056	1	1
"mouth, nos"	"Renal cell carcinoma"	4	2.2667136270491803	1.4806248661269257	"BINOMIAL"	0.03285092213114754	69	0.9234091845625263	0.19141363149364365	1	1	1	1
"ovary"	"Renal cell carcinoma"	9	5.838290084319237	2.3132990505018283	"BINOMIAL"	0.08340414406170338	70	0.9354182970286083	0.12719653789145155	1	1	0.42218425342694554	1
"pancreas"	"Renal cell carcinoma"	2	1.7990743261638986	1.323947206545697	"BINOMIAL"	0.02570106180234141	70	0.731590826286219	0.5399848414640175	1	1	1	1
"prostate gland"	"Renal cell carcinoma"	2	2.8915374305954433	1.6649608808323677	"BINOMIAL"	0.04130767757993491	70	0.44355644859331356	0.79041757871448	1	1	1	1
"skin"	"Renal cell carcinoma"	10	8.67558075572293	2.7568743985368003	"BINOMIAL"	0.12393686793889899	70	0.7541198249953867	0.3668275819431329	1	1	0.6243873735202263	1
"stomach"	"Renal cell carcinoma"	3	3.236041917196358	1.7562102024855815	"BINOMIAL"	0.046899158220237075	69	0.5932717136166261	0.633683939440742	1	1	1	1
"testis"	"Renal cell carcinoma"	8	6.655272305909618	2.454082347983416	"BINOMIAL"	0.09507531865585168	70	0.7813451336445794	0.34733198704822643	1	1	0.968873437555579	1
"thyroid gland"	"Renal cell carcinoma"	1	2.9387104393008974	1.6778971180149733	"BINOMIAL"	0.041981577704298535	70	0.20206754263738208	0.9503212988970144	1	1	1	1
"urinary bladder"	"Renal cell carcinoma"	3	4.671825904806238	2.08806765096898	"BINOMIAL"	0.06674037006866054	70	0.3049574080112566	0.8541303567311337	1	0.9387904521130841	1	1
"adrenal cortex"	"Retinol metabolism"	5	8.673126560318199	2.7159116592431864	"BINOMIAL"	0.1495366648330724	58	0.11692068363820819	0.9471340275468403	1	0.9353654691056656	1	1
"bones and joints"	"Retinol metabolism"	4	5.128570494803582	2.154412231433108	"BINOMIAL"	0.09497352768154782	54	0.4085593652315038	0.7666294269339311	1	1	1	1
"brain, nos"	"Retinol metabolism"	2	5.742817247069775	2.274686224654857	"BINOMIAL"	0.09901409046672026	58	0.0646245172724763	0.9825681810415675	1	0.4923772744569623	1	1
"breast"	"Retinol metabolism"	1	2.1937866259934173	1.4542661065327813	"BINOMIAL"	0.03596371518021996	61	0.3507442773369505	0.8929229980288416	1	1	1	1
"cervix uteri"	"Retinol metabolism"	2	3.450598739051326	1.8014749474606018	"BINOMIAL"	0.05949308170778149	58	0.32168116535267977	0.8668909525823932	1	1	1	1
"colon, nos"	"Retinol metabolism"	5	5.132693275197049	2.164757640873034	"BINOMIAL"	0.08699480127452625	59	0.5917265971917994	0.5913135504683656	1	1	1	1
"HR systems"	"Retinol metabolism"	1	2.7788965632021303	1.627270935323399	"BINOMIAL"	0.04709994174918865	59	0.22733404001507826	0.9419511184700045	1	0.866034438152679	1	1
"kidney"	"Retinol metabolism"	2	4.731688740320738	2.0846279276189907	"BINOMIAL"	0.08158084035035755	58	0.13789714877341577	0.9558032791489048	1	0.9592845132063705	1	1
"liver"	"Retinol metabolism"	15	4.77039012231175	2.0677719773124164	"BINOMIAL"	0.10370413309373369	46	0.9999916929088488	3.795421041980307E-5	1	1	3.99784349755259E-4	1
"lung"	"Retinol metabolism"	9	1.4572864321608041	1.1924310055812333	"BINOMIAL"	0.024288107202680067	60	0.9999982265631497	1.4181709703913083E-5	1	1	2.5211928362512147E-4	1
"lymph nodes"	"Retinol metabolism"	5	4.757824331145886	2.091446434730886	"BINOMIAL"	0.08064109035840485	59	0.6602914342103999	0.5218887373522018	1	1	1	1
"mouth, nos"	"Retinol metabolism"	1	1.8396516393442623	1.3338730773921956	"BINOMIAL"	0.03285092213114754	56	0.44704350841820484	0.8459606646519551	1	1	1	1
"ovary"	"Retinol metabolism"	5	4.503823779331983	2.031793840922856	"BINOMIAL"	0.08340414406170338	54	0.7061698471284111	0.4727615846461398	1	1	0.9105037926518248	1
"pancreas"	"Retinol metabolism"	0	1.4906615845358018	1.205134846822243	"BINOMIAL"	0.02570106180234141	58	0.22087639049019145	1	1	1	1	1
"prostate gland"	"Retinol metabolism"	2	2.4784606547960943	1.541454248809618	"BINOMIAL"	0.04130767757993491	60	0.5467578066930369	0.7147178653447691	1	1	1	1
"skin"	"Retinol metabolism"	12	7.188338340456141	2.5094697051080144	"BINOMIAL"	0.12393686793889899	58	0.9766536302449484	0.04997198892458031	1	1	0.1310740693103746	1
"stomach"	"Retinol metabolism"	1	2.2980587527916168	1.4799600439691074	"BINOMIAL"	0.046899158220237075	49	0.3241180657376339	0.904982455550204	1	1	1	1
"testis"	"Retinol metabolism"	0	5.419293163383546	2.2145094578676736	"BINOMIAL"	0.09507531865585168	57	0.0033644084191970904	1	1	0.10698818773046748	1	1
"thyroid gland"	"Retinol metabolism"	0	2.350968351440718	1.500756806052987	"BINOMIAL"	0.041981577704298535	56	0.09055995245169132	1	1	1	1	1
"urinary bladder"	"Retinol metabolism"	9	3.6707203537763298	1.8508741499482706	"BINOMIAL"	0.06674037006866054	55	0.9968098297336112	0.01015578670410415	1	1	0.07972292562721758	1
"adrenal cortex"	"Ribosome"	6	12.561079845978082	3.26844578647231	"BINOMIAL"	0.1495366648330724	84	0.024278104541740904	0.9905355905087031	1	0.38844967266785446	1	1
"bones and joints"	"Ribosome"	4	7.882802797568469	2.6709820680538865	"BINOMIAL"	0.09497352768154782	83	0.09513266974869512	0.9612190684470543	1	0.9893797653864292	1	1
"brain, nos"	"Ribosome"	1	8.317183599204501	2.737455977707138	"BINOMIAL"	0.09901409046672026	84	0.0016078244081834596	0.9998428508897126	1	0.06431297632733839	1	1
"breast"	"Ribosome"	0	3.128843220679136	1.7367551336463842	"BINOMIAL"	0.03596371518021996	87	0.041316554060659524	1	1	1	1	1
"cervix uteri"	"Ribosome"	0	4.997418863453645	2.1679730198233993	"BINOMIAL"	0.05949308170778149	84	0.005786387857863182	1	1	0.15430367620968485	1	1
"colon, nos"	"Ribosome"	6	7.3945581083347305	2.598320610545822	"BINOMIAL"	0.08699480127452625	85	0.3838061214203546	0.7591422637629083	1	1	1	1
"HR systems"	"Ribosome"	0	4.0976949321794125	1.976029792176175	"BINOMIAL"	0.04709994174918865	87	0.015035565059282156	1	1	0.48113808189702906	1	1
"kidney"	"Ribosome"	7	6.852790589430034	2.5087315867583984	"BINOMIAL"	0.08158084035035755	84	0.621680882478906	0.5336674612237382	1	1	0.9814573999517024	1
"liver"	"Ribosome"	24	8.814851312967363	2.810821018707154	"BINOMIAL"	0.10370413309373369	85	0.9999989695525668	3.723427460254342E-6	1	1	6.536683763557623E-5	1
"lung"	"Ribosome"	3	2.113065326633166	1.4358770732390824	"BINOMIAL"	0.024288107202680067	87	0.8382622962948646	0.35425984007074235	1	1	1	1
"lymph nodes"	"Ribosome"	17	6.8544926804644115	2.510326456231949	"BINOMIAL"	0.08064109035840485	85	0.9998715452201528	3.9930001401173725E-4	1	1	0.009126857463125424	1
"mouth, nos"	"Ribosome"	1	2.6937756147540983	1.614088783739924	"BINOMIAL"	0.03285092213114754	82	0.24465718987951018	0.9353660630980034	1	1	1	1
"ovary"	"Ribosome"	0	6.9225439571213805	2.518963100890554	"BINOMIAL"	0.08340414406170338	83	7.257128626383159E-4	1	1	0.11321120657157728	1	1
"pancreas"	"Ribosome"	3	2.2359923768037024	1.4759827229808302	"BINOMIAL"	0.02570106180234141	87	0.8142363038773599	0.3877332164903993	1	1	1	1
"prostate gland"	"Ribosome"	1	3.511152594294467	1.8346975322911947	"BINOMIAL"	0.04130767757993491	85	0.12922585188760236	0.9722836397299667	1	1	1	1
"skin"	"Ribosome"	1	10.410696906867516	3.0200045925741854	"BINOMIAL"	0.12393686793889899	84	1.9187033131730813E-4	0.9999851072829737	1	0.01534962650538465	1	1
"stomach"	"Ribosome"	3	4.0333276069403885	1.9606549766209356	"BINOMIAL"	0.046899158220237075	86	0.4221684348141773	0.7737455168300622	1	1	1	1
"testis"	"Ribosome"	14	8.081402085747394	2.7042670369730306	"BINOMIAL"	0.09507531865585168	85	0.9862452127831817	0.02932028440620996	1	1	0.16649732930669228	1
"thyroid gland"	"Ribosome"	2	3.526452527161077	1.8380442014194174	"BINOMIAL"	0.041981577704298535	84	0.3100001484216916	0.8724320333376563	1	1	1	1
"urinary bladder"	"Ribosome"	1	5.672931455836146	2.300938484857754	"BINOMIAL"	0.06674037006866054	85	0.019959949855258462	0.9971802487736846	1	0.4476731610393684	1	1
"adrenal cortex"	"RIG-I-like receptor signaling pathway"	8	10.467566538315069	2.983669142055996	"BINOMIAL"	0.1495366648330724	70	0.26228366021487753	0.8404272466608915	1	1	1	1
"bones and joints"	"RIG-I-like receptor signaling pathway"	2	6.173279299300608	2.363679586340449	"BINOMIAL"	0.09497352768154782	65	0.046827664791220705	0.9880806819387328	1	0.8116795230478255	1	1
"brain, nos"	"RIG-I-like receptor signaling pathway"	7	6.930986332670418	2.4989439819459314	"BINOMIAL"	0.09901409046672026	70	0.6096824424327639	0.5472998033860856	1	1	1	1
"breast"	"RIG-I-like receptor signaling pathway"	4	2.553423777795617	1.5689465167164156	"BINOMIAL"	0.03596371518021996	71	0.887614521566484	0.25209237129656986	1	1	0.7908780275970819	1
"cervix uteri"	"RIG-I-like receptor signaling pathway"	5	4.1645157195447045	1.9790795450331173	"BINOMIAL"	0.05949308170778149	70	0.7631927147403215	0.4042073065408554	1	1	1	1
"colon, nos"	"RIG-I-like receptor signaling pathway"	5	6.176630890491364	2.3747202179682065	"BINOMIAL"	0.08699480127452625	71	0.4093591936808869	0.7503423008306616	1	1	1	1
"HR systems"	"RIG-I-like receptor signaling pathway"	0	3.344095864192394	1.7851019981461087	"BINOMIAL"	0.04709994174918865	71	0.03253584558522724	1	1	0.4732486630578508	1	1
"kidney"	"RIG-I-like receptor signaling pathway"	4	5.710658824525028	2.2901481346555057	"BINOMIAL"	0.08158084035035755	70	0.3149455746984275	0.8327522252963679	1	1	1	1
"liver"	"RIG-I-like receptor signaling pathway"	4	6.222247985624022	2.36156201535777	"BINOMIAL"	0.10370413309373369	60	0.24137887961869195	0.8812399543346824	1	0.9778939225577776	1	1
"lung"	"RIG-I-like receptor signaling pathway"	1	1.7244556113902847	1.2971398724249341	"BINOMIAL"	0.024288107202680067	71	0.48295048456259726	0.8254847039344212	1	0.9906676606412252	1	1
"lymph nodes"	"RIG-I-like receptor signaling pathway"	7	5.725517415446744	2.294298465369988	"BINOMIAL"	0.08064109035840485	71	0.7880315071366025	0.347723670071907	1	1	1	1
"mouth, nos"	"RIG-I-like receptor signaling pathway"	4	2.2010117827868854	1.4590087443537874	"BINOMIAL"	0.03285092213114754	67	0.9306586443470726	0.17817838436278255	1	1	1	1
"ovary"	"RIG-I-like receptor signaling pathway"	5	5.42126936401072	2.229150742542431	"BINOMIAL"	0.08340414406170338	65	0.5393286414421312	0.6399735805822713	1	1	0.9330455941199469	1
"pancreas"	"RIG-I-like receptor signaling pathway"	0	1.7476722025592157	1.30489661324988	"BINOMIAL"	0.02570106180234141	68	0.17024391151650223	1	1	1	1	1
"prostate gland"	"RIG-I-like receptor signaling pathway"	0	2.8502297530155087	1.6530255235020441	"BINOMIAL"	0.04130767757993491	69	0.05443374414770317	1	1	1	1	1
"skin"	"RIG-I-like receptor signaling pathway"	11	8.67558075572293	2.7568743985368003	"BINOMIAL"	0.12393686793889899	70	0.8474496044643323	0.24588017500461282	1	1	0.46283327059691826	1
"stomach"	"RIG-I-like receptor signaling pathway"	3	3.095344442535647	1.7176074620759647	"BINOMIAL"	0.046899158220237075	66	0.6254046262782722	0.6035391834417012	1	1	1	1
"testis"	"RIG-I-like receptor signaling pathway"	8	6.370046349942063	2.4009190247421457	"BINOMIAL"	0.09507531865585168	67	0.8164240276593846	0.30354821170162744	1	1	0.893780845565903	1
"thyroid gland"	"RIG-I-like receptor signaling pathway"	2	2.812765706188002	1.6415484653611918	"BINOMIAL"	0.041981577704298535	67	0.4622727569174062	0.7776145031030075	1	1	1	1
"urinary bladder"	"RIG-I-like receptor signaling pathway"	2	4.4048644245315955	2.027531046059734	"BINOMIAL"	0.06674037006866054	66	0.17482840306864056	0.9400830279485745	1	1	1	1
"adrenal cortex"	"RNA degradation"	10	8.523589895485127	2.692396829984281	"BINOMIAL"	0.1495366648330724	57	0.7747234888152783	0.34456619506594893	1	1	0.6563165620303789	1
"bones and joints"	"RNA degradation"	5	4.3687822733512	1.9884324502427595	"BINOMIAL"	0.09497352768154782	46	0.7307466208111578	0.4462989060957907	1	1	0.9408463425803156	1
"brain, nos"	"RNA degradation"	4	5.643803156603055	2.254991600933094	"BINOMIAL"	0.09901409046672026	57	0.3226878613425631	0.8284767228246295	1	0.921965318121609	1	1
"breast"	"RNA degradation"	1	2.0499317652725377	1.4057768681861964	"BINOMIAL"	0.03596371518021996	57	0.38758587843516884	0.8760282643726738	1	1	1	1
"cervix uteri"	"RNA degradation"	5	3.391105657343545	1.785877468190773	"BINOMIAL"	0.05949308170778149	57	0.877966819633725	0.2505825643550415	1	1	0.9324002394606196	1
"colon, nos"	"RNA degradation"	8	4.958703672647996	2.12775050982645	"BINOMIAL"	0.08699480127452625	57	0.943302563792114	0.11939546359738847	1	1	0.4341653221723217	1
"HR systems"	"RNA degradation"	1	2.684696679703753	1.5994522882772921	"BINOMIAL"	0.04709994174918865	57	0.24404299575175242	0.9360708177349226	1	0.8677084293395642	1	1
"kidney"	"RNA degradation"	5	4.65010789997038	2.066578861251358	"BINOMIAL"	0.08158084035035755	57	0.6798439426120114	0.5012831680147812	1	1	0.9548250819329166	1
"liver"	"RNA degradation"	4	5.703727320155353	2.2610234901512185	"BINOMIAL"	0.10370413309373369	55	0.3129145927621085	0.8353473765316598	1	1	1	1
"lung"	"RNA degradation"	2	1.3844221105527639	1.162237978177403	"BINOMIAL"	0.024288107202680067	57	0.8390934829682625	0.40441166690082275	1	1	1	1
"lymph nodes"	"RNA degradation"	1	4.596542150429077	2.05569257904486	"BINOMIAL"	0.08064109035840485	57	0.049748668889798064	0.9917081757833307	1	0.6122913094128992	1	1
"mouth, nos"	"RNA degradation"	0	1.6753970286885247	1.2729331056109436	"BINOMIAL"	0.03285092213114754	51	0.18203903544915412	1	1	1	1	1
"ovary"	"RNA degradation"	4	3.8365906268383556	1.8752608003933076	"BINOMIAL"	0.08340414406170338	46	0.662270227331542	0.5413880706076395	1	1	0.9081348281160404	1
"pancreas"	"RNA degradation"	1	1.4135583991287775	1.1735537684109536	"BINOMIAL"	0.02570106180234141	55	0.5853137894790883	0.7611789470469678	1	1	1	1
"prostate gland"	"RNA degradation"	2	2.3545376220562897	1.5024237555079332	"BINOMIAL"	0.04130767757993491	57	0.5796766623121732	0.6879030363871023	1	1	1	1
"skin"	"RNA degradation"	3	7.064401472517242	2.487742285718219	"BINOMIAL"	0.12393686793889899	57	0.06567791621593548	0.9782547629635765	1	0.7506047567535484	1	1
"stomach"	"RNA degradation"	2	2.5794537021130393	1.567953919863675	"BINOMIAL"	0.046899158220237075	55	0.5200933247079185	0.7360103230728265	1	1	1	1
"testis"	"RNA degradation"	5	4.943916570104288	2.115152979525045	"BINOMIAL"	0.09507531865585168	52	0.6264520219305914	0.558016776792996	1	1	1	1
